projectName,unitName,epShort,samplingStartDate,plot,transectNo,speciesCode,scientificName,logDiameter,decayClassID
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1,UNKN,Unknown species,3.7,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,3,PIPO,Pinus ponderosa,7,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,3,PIPO,Pinus ponderosa,6.2,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,16,2,PSME,Pseudotsuga menziesii,26.2,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,16,2,PSME,Pseudotsuga menziesii,4,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,16,2,UNKN,Unknown species,14.8,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,1,UNKN,Unknown species,5.6,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,1,UNKN,Unknown species,8,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,3,UNKN,Unknown species,4.2,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,3,UNKN,Unknown species,25.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,3,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1,PSME,Pseudotsuga menziesii,10.8,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1,PSME,Pseudotsuga menziesii,3.6,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1,PSME,Pseudotsuga menziesii,3.1,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1,PSME,Pseudotsuga menziesii,3.3,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1,UNKN,Unknown species,5.4,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1,UNKN,Unknown species,4,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1,UNKN,Unknown species,8.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,2,UNKN,Unknown species,3.6,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,2,UNKN,Unknown species,9,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1,UNKN,Unknown species,6,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,2,ABGR,Abies grandis,13.5,2
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,2,PSME,Pseudotsuga menziesii,7.1,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,2,UNKN,Unknown species,3.1,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,3,UNKN,Unknown species,14,5
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,1,PSME,Pseudotsuga menziesii,5.3,3
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,1,UNKN,Unknown species,18.3,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,1,UNKN,Unknown species,3.3,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,1,UNKN,Unknown species,3.3,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,1,UNKN,Unknown species,3.2,4
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,2,UNKN,Unknown species,6.4,4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1,PIPO,Pinus ponderosa,3.6,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1,PIPO,Pinus ponderosa,14.7,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1,PIPO,Pinus ponderosa,4.5,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1,PIPO,Pinus ponderosa,4.6,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,2,UNKN,Unknown species,4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,3,UNKN,Unknown species,3.8,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,2,1,PIPO,Pinus ponderosa,5.4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,2,1,PIPO,Pinus ponderosa,5.9,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,2,1,PIPO,Pinus ponderosa,3.5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,2,1,PIPO,Pinus ponderosa,3.6,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,2,1,PIPO,Pinus ponderosa,7.5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,2,PIPO,Pinus ponderosa,11.7,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,2,UNKN,Unknown species,4,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,2,UNKN,Unknown species,7.6,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,3,UNKN,Unknown species,5,4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,3,PIPO,Pinus ponderosa,5.7,4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,3,UNKN,Unknown species,4.3,4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,3.8,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,4.2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,3.2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,5.9,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,3.6,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,3.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,3.2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,3.3,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,3.2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,4.4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,4.4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,2,PIPO,Pinus ponderosa,4.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,3,PSME,Pseudotsuga menziesii,3.2,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,3,UNKN,Unknown species,3.4,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,6,3,UNKN,Unknown species,3.6,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,3,PIPO,Pinus ponderosa,3.2,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,3,PIPO,Pinus ponderosa,7.9,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,8,1,PSME,Pseudotsuga menziesii,3.4,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,8,1,PSME,Pseudotsuga menziesii,3.4,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,10,2,UNKN,Unknown species,5.8,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,10,2,UNKN,Unknown species,8.7,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,10,2,UNKN,Unknown species,5.7,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,10,2,UNKN,Unknown species,5.9,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,10,2,UNKN,Unknown species,3.1,4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,13,1,PSME,Pseudotsuga menziesii,6.9,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,13,1,PSME,Pseudotsuga menziesii,3.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,13,1,PSME,Pseudotsuga menziesii,11,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,13,1,PSME,Pseudotsuga menziesii,4.7,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,14,2,PIPO,Pinus ponderosa,7.2,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,14,3,PIPO,Pinus ponderosa,5.7,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,1,PIPO,Pinus ponderosa,3.3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,2,PIPO,Pinus ponderosa,4.5,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,3,PSME,Pseudotsuga menziesii,5.1,2
Washington DNR Pilot Project,Chumstick ZUI,POST,24-Oct-16,2,1,PIPO,Pinus ponderosa,2,2
Washington DNR Pilot Project,Chumstick ZUI,POST,24-Oct-16,2,1,PIPO,Pinus ponderosa,6.4,2
Washington DNR Pilot Project,Chumstick ZUI,POST,24-Oct-16,3,2,UNKN,Unknown species,3,3
Washington DNR Pilot Project,Chumstick ZUI,POST,24-Oct-16,6,2,PIPO,Pinus ponderosa,2,3
Washington DNR Pilot Project,Chumstick ZUI,POST,24-Oct-16,14,2,PIPO,Pinus ponderosa,1,1
Washington DNR Pilot Project,Chumstick ZUI,POST,24-Oct-16,14,3,PSME,Pseudotsuga menziesii,5,3
Washington DNR Pilot Project,Chumstick ZUI,POST,24-Oct-16,15,1,PIPO,Pinus ponderosa,2.5,3
Washington DNR Pilot Project,Chumstick ZUI,POST,24-Oct-16,15,3,PSME,Pseudotsuga menziesii,3.1,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,2,PIPO,Pinus ponderosa,5,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,2,PIPO,Pinus ponderosa,3.5,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,3,UNKN,Unknown species,4.9,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,3,UNKN,Unknown species,3.2,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,3,UNKN,Unknown species,4.9,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,3,UNKN,Unknown species,4.2,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,3,UNKN,Unknown species,4.2,5
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,3,UNKN,Unknown species,4.1,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,1,3,UNKN,Unknown species,5.1,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,2,1,UNKN,Unknown species,19.2,5
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,2,2,UNKN,Unknown species,6.7,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,3,2,UNKN,Unknown species,8.5,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,3,3,PIPO,Pinus ponderosa,3.8,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,4,3,PSME,Pseudotsuga menziesii,5.2,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,4,3,PSME,Pseudotsuga menziesii,3.3,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,4,3,PSME,Pseudotsuga menziesii,5.8,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,1,PSME,Pseudotsuga menziesii,8.8,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,1,PSME,Pseudotsuga menziesii,8.3,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,2,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,2,UNKN,Unknown species,4.3,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,3,PSME,Pseudotsuga menziesii,4.6,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,3,PSME,Pseudotsuga menziesii,5.7,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,3,PSME,Pseudotsuga menziesii,5.4,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,3,PSME,Pseudotsuga menziesii,7.2,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,3,PSME,Pseudotsuga menziesii,7.1,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,3,PSME,Pseudotsuga menziesii,3.4,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,5,3,UNKN,Unknown species,4.3,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,6,1,PIPO,Pinus ponderosa,4.4,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,6,3,PIPO,Pinus ponderosa,9.9,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,7,1,PIPO,Pinus ponderosa,13.2,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,7,1,PSME,Pseudotsuga menziesii,5.7,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,7,1,PSME,Pseudotsuga menziesii,23.8,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,7,2,PSME,Pseudotsuga menziesii,6,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,7,2,PSME,Pseudotsuga menziesii,3.3,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,7,2,PSME,Pseudotsuga menziesii,6.6,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,7,3,PSME,Pseudotsuga menziesii,4.7,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,8,2,PIPO,Pinus ponderosa,3.7,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,8,2,PIPO,Pinus ponderosa,4.3,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,9,3,PSME,Pseudotsuga menziesii,4,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,10,1,UNKN,Unknown species,4.2,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,10,1,UNKN,Unknown species,3.3,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,10,2,PIPO,Pinus ponderosa,3.7,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,10,2,UNKN,Unknown species,6.2,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,11,1,UNKN,Unknown species,3.5,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,11,2,PIPO,Pinus ponderosa,3.6,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,11,3,PIPO,Pinus ponderosa,4.8,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,11,3,PIPO,Pinus ponderosa,7.4,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,12,2,PIPO,Pinus ponderosa,4,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,12,3,PSME,Pseudotsuga menziesii,5,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,13,2,UNKN,Unknown species,20.2,5
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,14,1,PIPO,Pinus ponderosa,3.6,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,14,1,PIPO,Pinus ponderosa,4,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,14,1,PIPO,Pinus ponderosa,4.6,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,14,1,PIPO,Pinus ponderosa,4.2,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,14,3,PSME,Pseudotsuga menziesii,3.6,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,14,3,PSME,Pseudotsuga menziesii,3.1,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,15,1,PIPO,Pinus ponderosa,15.7,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,15,1,PSME,Pseudotsuga menziesii,4.2,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,15,2,PIPO,Pinus ponderosa,7.1,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,15,2,UNKN,Unknown species,17.8,5
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,15,3,PSME,Pseudotsuga menziesii,3.5,1
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,15,3,PSME,Pseudotsuga menziesii,3.7,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,15,3,UNKN,Unknown species,13,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,15,3,UNKN,Unknown species,5.5,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,16,2,PSME,Pseudotsuga menziesii,4.9,1
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,17,3,UNKN,Unknown species,29.8,5
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,18,1,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,18,2,UNKN,Unknown species,3.3,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,18,3,PIPO,Pinus ponderosa,4.1,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,18,3,PIPO,Pinus ponderosa,4.1,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,1,PIPO,Pinus ponderosa,7.6,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,1,PSME,Pseudotsuga menziesii,3.4,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,1,PSME,Pseudotsuga menziesii,5.4,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,1,PSME,Pseudotsuga menziesii,3.8,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,1,PSME,Pseudotsuga menziesii,4,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,1,PSME,Pseudotsuga menziesii,4.5,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,1,UNKN,Unknown species,18,4
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,2,PSME,Pseudotsuga menziesii,3.5,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,2,PSME,Pseudotsuga menziesii,4.2,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,2,PSME,Pseudotsuga menziesii,10.2,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,3,PSME,Pseudotsuga menziesii,4,2
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,3,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,3,PSME,Pseudotsuga menziesii,4,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,19,3,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Goat,PRE,09-Sep-16,20,2,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,1,PSME,Pseudotsuga menziesii,6.5,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,1,PSME,Pseudotsuga menziesii,5.1,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,2,PSME,Pseudotsuga menziesii,4.5,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,2,PSME,Pseudotsuga menziesii,3.7,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,2,PSME,Pseudotsuga menziesii,6,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,3,PSME,Pseudotsuga menziesii,3.5,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,3,PSME,Pseudotsuga menziesii,6.3,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,3,PSME,Pseudotsuga menziesii,5.6,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,3,PSME,Pseudotsuga menziesii,4.2,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,3,PSME,Pseudotsuga menziesii,4.5,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,1,3,PSME,Pseudotsuga menziesii,4.3,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,1,PSME,Pseudotsuga menziesii,4.3,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,1,UNKN,Unknown species,22.9,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,2,PSME,Pseudotsuga menziesii,3.4,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,2,PSME,Pseudotsuga menziesii,3.45,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,2,PSME,Pseudotsuga menziesii,5,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,2,PSME,Pseudotsuga menziesii,3.45,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,2,PSME,Pseudotsuga menziesii,4.3,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,2,PSME,Pseudotsuga menziesii,3.4,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,3,PSME,Pseudotsuga menziesii,4.3,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,3,1,PSME,Pseudotsuga menziesii,5,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,3,1,PSME,Pseudotsuga menziesii,5.4,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,1,PSME,Pseudotsuga menziesii,12.1,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,1,UNKN,Unknown species,27.1,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,2,PSME,Pseudotsuga menziesii,3.9,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,3,PSME,Pseudotsuga menziesii,5.5,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,3,PSME,Pseudotsuga menziesii,3.9,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,3,PSME,Pseudotsuga menziesii,3.9,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,3,PSME,Pseudotsuga menziesii,4.1,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,3,PSME,Pseudotsuga menziesii,4.6,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,3,PSME,Pseudotsuga menziesii,5.1,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,3,PSME,Pseudotsuga menziesii,7.5,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,1,PSME,Pseudotsuga menziesii,4.1,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,2,UNKN,Unknown species,5.2,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,6,2,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,2,PSME,Pseudotsuga menziesii,3.3,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,2,PSME,Pseudotsuga menziesii,5.3,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,2,PSME,Pseudotsuga menziesii,3.6,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,8,1,PSME,Pseudotsuga menziesii,10.8,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,8,2,UNKN,Unknown species,7.1,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,9,2,PSME,Pseudotsuga menziesii,3.2,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,10,2,UNKN,Unknown species,5.3,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,3,PIPO,Pinus ponderosa,10.9,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,3,UNKN,Unknown species,3.6,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,12,1,UNKN,Unknown species,3.1,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,12,2,PSME,Pseudotsuga menziesii,4,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,12,3,PSME,Pseudotsuga menziesii,3.2,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,14,1,UNKN,Unknown species,4,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,14,2,UNKN,Unknown species,8.1,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,16,1,UNKN,Unknown species,4,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,16,2,PSME,Pseudotsuga menziesii,4.5,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,16,3,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,1,PSME,Pseudotsuga menziesii,19.2,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,1,PSME,Pseudotsuga menziesii,14.2,4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,2,UNKN,Unknown species,3.5,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,18,3,PSME,Pseudotsuga menziesii,5.9,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,18,3,PSME,Pseudotsuga menziesii,4.3,2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,18,3,PSME,Pseudotsuga menziesii,5.3,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,18,3,PSME,Pseudotsuga menziesii,4.1,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,1,PSME,Pseudotsuga menziesii,16.5,5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,2,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,3,PSME,Pseudotsuga menziesii,6.8,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,1,PSME,Pseudotsuga menziesii,6.5,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,1,PSME,Pseudotsuga menziesii,5.1,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,2,PSME,Pseudotsuga menziesii,4.5,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,2,PSME,Pseudotsuga menziesii,6,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,2,PSME,Pseudotsuga menziesii,3.7,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,3,PSME,Pseudotsuga menziesii,4.3,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,3,PSME,Pseudotsuga menziesii,3.5,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,3,PSME,Pseudotsuga menziesii,5.6,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,3,PSME,Pseudotsuga menziesii,4.5,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,3,PSME,Pseudotsuga menziesii,4.2,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,3,PSME,Pseudotsuga menziesii,6.3,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,1,PSME,Pseudotsuga menziesii,4.3,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,1,UNKN,Unknown species,22.9,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,2,PSME,Pseudotsuga menziesii,4.3,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,2,PSME,Pseudotsuga menziesii,3.4,3
